airport_name;airport_code;country_code;city_code;lat;lon;
Bai Thuong Airport;THD;VN;THD;19.901.667;10.546.778;
Cabo Frio International Airport;CFB;BR;CFB;-22.925;-4.207.861;
Hugo Cantergiani Regional Airport;CXJ;BR;CXJ;-29.166.668;-51.183.334;
Fatmawati Soekarno Airport;BKS;ID;BKS;-3.866.159;10.234.349;
Mariscal Lamar International Airport;CUE;EC;CUE;-2.889.343;-7.898.689;
Douala Airport;DLA;CM;DLA;401.346;9.717.018;
Zvartnots International Airport;EVN;AM;EVN;4.015.272;4.439.805;
Kulyab Airport;TJU;TJ;TJU;37.988.335;6.980.666;
Chikkalthana Airport;IXU;IN;IXU;19.866.465;7.539.721;
Painushima Ishigaki Airport;ISG;JP;ISG;24.336.945;12.416.889;
Sana'a International Airport;SAH;YE;SAH;15.473.598;4.422.511;
Federal Airport;LMM;MX;LMM;25.816.668;-10.898.333;
Piarco International Airport;POS;TT;POS;10.602.089;-61.339.413;
Argyle International Airport;SVD;VC;SVD;1.314.604;-6.121.038;
Cork Airport;ORK;IE;ORK;51.846.645;-848.914;
Dane County Regional Airport;MSN;US;MSN;43.136.375;-893.465;
Wash. County Regional Airport;HGR;US;HGR;3.970.778;-77.73;
Igarka Airport;IAA;RU;IAA;67.433.334;8.663.333;
Marshall Don Hunter Sr. Airport;MLL;US;MLL;61.865.833;-1.620.689;
Gorakhpur Airport;GOP;IN;GOP;26.746.862;8.344.376;
Fort McMurray International Airport;YMM;CA;YMM;5.665.659;-11.122.395;
Mubarak International Airport;HMB;EG;HMB;26.338.877;31.737.167;
Juana Azurduy de Padilla International Airport;SRE;BO;SRE;-19.007.778;-6.530.167;
Bajawa Soa Airport;BJW;ID;BJW;-8.766.667;12.098.333;
Albert J Ellis Airport;OAJ;US;OAJ;3.483.044;-77.605.835;
Chiang Rai International Airport;CEI;TH;CEI;19.954.609;99.878.815;
Chattanooga Airport;CHA;US;CHA;35.036.926;-85.197.784;
Malmo Airport;MMX;SE;MMA;55.538.757;13.363.727;
Kansas City International Airport;MCI;US;MKC;39.293.808;-94.719.925;
Chippewa County Airport;CIU;US;SSM;46.5;-84.35;
Salt Lake City International Airport;SLC;US;SLC;40.785.645;-111.980.675;
Gen Buech Airport;RIB;BO;RIB;-11.006.944;-66.093.056;
Ministro Pistarini Airport;EZE;AR;BUE;-3.481.273;-58.539.833;
Vasteras/Hasslo Airport;VST;SE;STO;5.958.917;16.630.556;
Jomo Kenyatta International Airport;NBO;KE;NBO;-1.319.167;3.692.578;
Chlef International Airport;CFK;DZ;CFK;36.212.223;1.331.667;
Parma Airport;PMF;IT;PMF;44.8;10.333.333;
Kuqa Airport;KCA;CN;KCA;41.166.668;83.7;
Hervey Bay Airport;HVB;AU;HVB;-25.319.868;15.288.521;
Ngala Airfield;NGL;ZA;NGL;2.45;21.55;
Badajoz Airport;BJZ;ES;BJZ;38.891.666;-6.82;
Turbat Airport;TUK;PK;TUK;25.983.334;63.066.666;
Odessa International Airport;ODS;UA;ODS;4.644.101;30.676.718;
Milano Malpensa Airport;MXP;IT;MIL;45.627.403;871.237;
Sault Ste. Marie Airport;YAM;CA;YAM;46.485.302;-8.449.995;
Jorge Newbery Airport;AEP;AR;BUE;-3.455.622;-5.841.667;
Malindi Airport;MYD;KE;MYD;-3.230.755;4.010.048;
Presidente Peron International Airport;NQN;AR;NQN;-38.95;-6.815.222;
Stockholm Arlanda Airport;ARN;SE;STO;5.964.982;17.930.365;
South Eleuthera Airport;RSD;BS;RSD;24.891.666;-76.178.055;
Qiemo Airport;IQM;CN;IQM;3.813.333;8.553.333;
Hierro Airport;VDE;ES;VDE;27.813.969;-17.884.937;
Simon Bolivar International Airport;SMR;CO;SMR;11.117.132;-74.232.704;
Ikaria Airport;JIK;GR;JIK;37.666.668;26.333.332;
Qianjiang Wulingshan Airport;JIQ;CN;JIQ;29.517.557;108.829.185;
Hobart International Airport;HBA;AU;HBA;-42.837.257;14.750.519;
Eelde Airport;GRQ;NL;GRQ;53.120.277;6.575.556;
Brest Airport;BQT;BY;BQT;5.211.667;23.883.333;
Northern Rockies Regional Airport;YYE;CA;YYE;58.833.332;-122.583.336;
Andizhan Airport;AZN;UZ;AZN;40.733.334;72.3;
General Justo Jose de Urquiza Airport;PRA;AR;PRA;-31.795;-60.48;
EuroAirport Swiss;BSL;CH;EAP;4.759.961;7.532.604;
Lea County Airport;HOB;US;HOB;3.268.861;-10.321.694;
Cascais Municipal Aerodrome;CAT;PT;CAT;24.315;-7.545.361;
Fort Frances Municipal Airport;YAG;CA;YAG;4.865.278;-9.344.722;
L.F. Wade International Airport;BDA;BM;BDA;3.235.994;-6.470.115;
Moruya Airport;MYA;AU;MYA;-3.590.251;15.014.717;
Laage Airport;RLG;DE;RLG;53.92;12.266.667;
Sovetsky Airport;OVS;RU;OVS;6.133.209;63.601.887;
Bauerfield Airport;VLI;VU;VLI;-17.701.853;1.683.195;
Adisutjipto International Airport;JOG;ID;JOG;-7.785.572;11.043.706;
Aalborg Airport;AAL;DK;AAL;5.708.655;9.872.241;
Teixeira de Freitas Airport;TXF;BR;TXF;-7.133.333;-37.183.334;
Gurayat Airport;URY;SA;URY;31.409.622;37.275.005;
Katowice International Airport;KTW;PL;KTW;50.470.833;1.907.403;
Zamboanga International Airport;ZAM;PH;ZAM;6.919.294;122.062.256;
Tindouf Airport;TIN;DZ;TIN;27.716.667;-8.166.667;
Long Seridan Airport;ODN;MY;ODN;4.033.333;115.066.666;
Laguindingan International Airport;CGY;PH;CGY;8.407.744;12.461.157;
Petropavlovsk-Kamchatsky Airport;PKC;RU;PKC;53.016.666;158.65;
Cherry Capital Airport;TVC;US;TVC;44.744.083;-8.558.035;
Chisinau International Airport;KIV;MD;KIV;46.935.444;28.934.967;
Shamattawa Airport;ZTM;CA;ZTM;55.858.665;-920.864;
Imperial County Airport;IPL;US;IPL;32.837.223;-11.557.472;
Addison Airport;ADS;US;DFW;32.783.333;-97.3;
John Glenn Columbus International Airport;CMH;US;CMH;3.999.818;-82.884.964;
Mataveri International Airport;IPC;CL;IPC;-27.116.667;-10.936.667;
Yining Airport;YIN;CN;YIN;43.952;8.133.144;
Londolozi Airport;LDZ;ZA;LDZ;-24.8;31.5;
Karamay Airport;KRY;CN;KRY;4.561.667;8.488.333;
Iliamna Airport;ILI;US;ILI;59.752.777;-15.490.834;
Faizabad Airport;FBD;AF;FBD;37.1;70.566.666;
Mae Sot Airport;MAQ;TH;MAQ;16.666.668;98.583.336;
Kelowna International Airport;YLW;CA;YLW;4.995.154;-11.938.139;
Northern Peninsula Airport;ABM;AU;ABM;-10.942.619;14.245.033;
Bahar Dar Airport;BJR;ET;BJR;11.603.292;3.732.324;
Naples Municipal Airport;APF;US;APF;26.152.779;-81.775.276;
Magic Valley Regional Airport;TWF;US;TWF;42.481.945;-114.486.664;
Belgaum Airport;IXG;IN;IXG;15.858.611;7.461.833;
J. Yrausquin Airport;SAB;BQ;SAB;17.65;-63.216.667;
Kasese Airport;KSE;UG;KSE;0.185556;30.100.834;
Anglesey Airport;VLY;GB;VLY;5.325.036;-4.529.017;
Colima Airport;CLQ;MX;CLQ;19.3;-103.65;
Cano Airport;PSO;CO;PSO;1.466.667;-77.25;
Destin Fort Walton Beach Airport;VPS;US;VPS;30.495.913;-8.654.946;
Durham Tees Valley Airport;MME;GB;MME;54.512.226;-1.434.013;
Santa Ana Airport;NNB;SB;NNB;-10.833.333;162.5;
Haluoleo Airport;KDI;ID;KDI;-4.085.501;122.409.546;
Biarritz - Anglet - Bayonne Airport;BIQ;FR;BIQ;43.472.416;-1.531.242;
Kempegowda International Airport;BLR;IN;BLR;13.198.889;7.770.556;
Dr. Leite Lopes State Airport;RAO;BR;RAO;-21.135.834;-47.773.335;
Nizhnevartovsk Airport;NJC;RU;NJC;609.476;7.649.145;
Pskov Airport;PKV;RU;PKV;57.816.666;28.3;
Kogalniceanu Airport;CND;RO;CND;44.35;28.483.334;
Albany International Airport;ALB;US;ALB;42.745.277;-73.809.555;
Kitakyushu Airport;KKJ;JP;KKJ;33.834.373;1.309.435;
San Carlos de Bariloche International Airport;BRC;AR;BRC;-41.145.966;-7.116.109;
Ilorin International Airport;ILR;NG;ILR;8.5;4.533.333;
Cibao International Airport;STI;DO;STI;19.401.829;-7.060.208;
Tonghua Sanyuanpu Airport;TNH;CN;TNH;41.75;125.95;
Augusto C Sandino International Airport;MGA;NI;MGA;12.144.838;-86.171.265;
Leninakan Airport;LWN;AM;LWN;40.716.667;43.833.332;
Trabzon Airport;TZX;TR;TZX;4.099.419;3.978.168;
Junmachi Airport;GAJ;JP;GAJ;38.410.645;14.036.583;
Hamilton Airport;YHM;CA;YTO;4.316.138;-7.992.631;
Nagasaki Airport;NGS;JP;NGS;329.144;12.992.258;
Goteborg Landvetter Airport;GOT;SE;GOT;5.766.664;12.294.878;
Jauja Airport;JAU;PE;JAU;-11.75;-75.25;
Timimoun Airport;TMX;DZ;TMX;29.233.334;0.283333;
Uralsk Airport;URA;KZ;URA;5.115.371;51.538.563;
Agoncillo Airport;RJL;ES;RJL;42.456.944;-2.323.611;
Huahine Airport;HUH;PF;HUH;-16.689.682;-15.102.826;
Umea Airport;UME;SE;UME;6.379.333;2.028.954;
Atlantic City International Airport;ACY;US;AIY;39.450.703;-74.572.235;
Dublin Airport;DUB;IE;DUB;5.342.728;-624.357;
Bisha Airport;BHH;SA;BHH;19.994.509;42.618.484;
Manzhouli Airport;NZH;CN;NZH;4.957.059;11.733.163;
Olbia Costa Smeralda Airport;OLB;IT;OLB;40.903.145;9.514.823;
Dayrestan Airport;GSM;IR;GSM;26.757.778;55.905.277;
Durango-La Plata County Airport;DRO;US;DRO;3.715.995;-107.751.076;
Alexandria International Airport;AEX;US;AEX;31.321.268;-9.253.958;
Montreal-Pierre Elliott Trudeau International Airport;YUL;CA;YMQ;45.457.714;-7.374.991;
Glasgow Prestwick Airport;PIK;GB;GLA;5.550.843;-4.611.286;
EuroAirport Basel-Mulhouse-Freiburg;MLH;CH;EAP;47.599.323;7.532.864;
Qiqihar Airport;NDG;CN;NDG;47.316.666;123.916.664;
Hat Yai International Airport;HDY;TH;HDY;6.936.764;10.039.356;
Yakima Air Terminal;YKM;US;YKM;46.566.944;-12.053.778;
Baltimore/Wash International Thurgood Marshall Airport;BWI;US;BWI;39.179.527;-7.666.894;
Tiruchirapalli International Airport;TRZ;IN;TRZ;10.762.168;7.870.724;
Ivanovo Yuzhny Airport;IWA;RU;IWA;56.942.955;40.944.546;
Comox Airport;YQQ;CA;YQQ;49.705.864;-124.907.814;
Oued Irara Airport;HME;DZ;HME;31.675.303;6.145.436;
Elista Airport;ESL;RU;ESL;4.636.667;44.333.332;
Ain Beida Airport;OGX;DZ;OGX;31.916.668;5.4;
Benito Salas Airport;NVA;CO;NVA;2.946.824;-75.295.525;
Ensheim Airport;SCN;DE;SCN;4.922.009;7.112.705;
